id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
208,Réserve de Beza-Mahafaly,Atsimo-Andrefana,Betioky Sud,Observation animalière,"Forêt épineuse, Lémuriens, Reptiles",-23.65,44.6333,Sud-ouest,Moyen,4.0,15000,3.0,Avril à décembre,4.5,160,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly-reserve,Réserve pour étude et observation de lémuriens et reptiles,Voiture + guide,Aucune,1
209,Plage de Lokaro,Analanjirofo,Foulpointe,Plages et littoral,"Plage isolée, Accessible par bateau",-17.1,49.9833,Côte est près de Foulpointe,Facile,4.0,20000,4.0,Mai à octobre,4.6,240,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614276-Reviews-Lokaro_Beach-Madagascar.html,Plage sauvage accessible uniquement par bateau,Bateau depuis Foulpointe,Aucune,0
210,Lac Anony,Anosy,Amboasary Sud,Volcanisme et lacs,"Lac salé, Flamants roses, Cordon littoral",-25.0833,46.95,Sud près de Taolagnaro,Facile,1.5,0,0.0,Mai à novembre,4.4,170,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lac-anony,"Lac salé relié à la mer, paradis pour flamants roses",Voiture depuis Taolagnaro,Soleil intense,6
211,Parc National de Zombitse-Vohibasia (extension),Atsimo-Andrefana,Sakaraha,Nature et parcs nationaux,"Forêt transition, Avifaune, Lémuriens",-22.85,44.7,Extension sud-ouest du parc,Moyen,4.0,15000,3.0,Mai à novembre,4.5,180,SafariBookings,https://www.safaribookings.com/parks/zombitse-vohibasia-national-park,Zone élargie riche en oiseaux et lémuriens de transition,Voiture depuis Toliara,Aucune,1
212,Réserve Spéciale de Bemaraha (Tsingy Nord),Melaky,Antsalova,Géologie et paysages,"Tsingy calcaires, Forêt sèche, Grottes",-18.9167,44.8333,Nord du parc Tsingy de Bemaraha,Difficile,8.0,35000,7.0,Juin à septembre,4.9,1600,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsingy-de-bemaraha,Extension nord des tsingy avec grottes et forêt sèche,4x4 + bateau + guide,Terrains karstiques,5
213,Plage d'Ambonivato,Atsinanana,Toamasina,Plages et littoral,"Plage urbaine, Pêche locale",-18.1,49.35,Banlieue sud de Toamasina,Facile,3.0,0,0.0,Avril à novembre,4.2,140,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614277-Reviews-Ambonivato_Beach-Toamasina_Tamatave_Toamasina_Province.html,Plage locale animée près de Toamasina,Taxi ou tuk-tuk,Aucune,2
214,Canal des Pangalanes (section Mahanoro),Atsinanana,Mahanoro,Nature et parcs nationaux,"Canal, Mangroves, Villages côtiers",-19.9,48.8,Côte est près de Mahanoro,Moyen,8.0,15000,3.0,Avril à décembre,4.4,200,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/pangalanes-canal,Section authentique du canal avec mangroves et villages,Pirogue ou bateau motorisé,Insectes,3
215,Parc National de Midongy Atsimo (extension),Anosy,Midongy Atsimo,Nature et parcs nationaux,"Forêt humide isolée, Cascades, Biodiversité",-23.8333,46.85,Extension sud du parc Midongy,Difficile,8.0,22000,4.4,Juillet à octobre,4.6,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/midongy-du-sud,Zone reculée avec cascades et forêt primaire préservée,4x4 + randonnée,Accès très isolé,3
216,Réserve de Kalalao (extension Sainte Marie),Analanjirofo,Ambodifotatra,Observation animalière,"Lémuriens, Oiseaux, Forêt littorale",-17.0167,49.85,Extension de la réserve Kalalao,Facile,2.5,15000,3.0,Juin à septembre,4.5,180,SafariBookings,https://www.safaribookings.com/reserves/kalalao-sainte-marie,Extension pour plus d'observation d'oiseaux et lémuriens,Taxi ou marche locale,Aucune,0
217,Parc National de Namoroka (zone sud),Melaky,Soalala,Géologie et paysages,"Tsingy supplémentaires, Forêt sèche",-16.5,45.3,Sud de Namoroka,Difficile,8.0,25000,5.0,Juin à septembre,4.7,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/namoroka-national-park,Zone sud des tsingy moins visitée mais tout aussi spectaculaire,4x4 + guide,Terrains karstiques,3
218,Plage de Mahambo,Analanjirofo,Mahambo,Plages et littoral,"Plage surf, Bains de mer",-17.4833,49.45,Côte est près de Toamasina,Facile,2.5,0,0.0,Mai à octobre,4.4,260,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614278-Reviews-Mahambo_Beach-Madagascar.html,Plage réputée pour le surf et bains relaxants,Taxi-brousse depuis Toamasina,Vagues pour surf,0
219,Réserve de Tampolo (extension),Analanjirofo,Fenoarivo Atsinanana,Écotourisme,"Forêt littorale, Recherche écologique",-17.3667,49.4167,Extension de Tampolo,Facile,2.5,12000,2.4,Mai à octobre,4.3,120,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tampolo-reserve,Extension pour observation écologique et forêt littorale,Voiture ou taxi-brousse,Aucune,0
220,Parc marin de Masoala (zone kayak),Analanjirofo,Maroantsetra,Aventure et randonnée,"Kayak, Récifs, Mangroves",-15.6833,50.2833,Zone kayak de Masoala marine,Moyen,8.0,45000,9.0,Mai à octobre,4.7,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/masoala-kayak,Expédition kayak dans la péninsule marine,Bateau + kayak guidé,Météo marine,4
221,Nosy Valiha,Diana,Nosy Be,Plages et littoral,"Île écotouristique, Plages préservées",-13.4,48.5,Archipel Mitsio,Facile,4.0,25000,5.0,Mai à octobre,4.6,130,SafariBookings,https://www.safaribookings.com/islands/nosy-valiha-madagascar,Nouvelle île écotouristique avec plages préservées,Bateau depuis Nosy Be,Aucune,0
222,Sources thermales nouvelles d'Antsirabe Nord,Vakinankaratra,Antsirabe Nord,Thermalisme et bien-être,"Sources modernes, Wellness center",-19.8,47.1,Nord d'Antsirabe,Facile,2.5,12000,2.4,Toute l'année,4.4,90,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614279-Reviews-Northern_Thermal_Springs-Madagascar.html,Sources thermales récemment aménagées avec centre bien-être,Taxi ou voiture,Aucune,2
223,Forêt primaire additionnelle Ranomafana Est,Haute Matsiatra,Ranomafana,Nature et parcs nationaux,"Forêt primaire, Extension est",-21.2667,47.4667,Est du parc Ranomafana,Moyen,3.5,18000,3.6,Avril à novembre,4.6,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/ranomafana-east,Nouvelle zone de forêt primaire protégée à l'est,Voiture + guide,Sentiers humides,3
224,Artisanat bois de rose Ambositra,Amoron'i Mania,Ambositra,Artisanat et marchés,"Marqueterie, Sculpture sur bois",-20.5303,47.2433,Capitale artisanat centre,Facile,1.5,0,0.0,Toute l'année,4.5,420,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ambositra-woodcraft,Ateliers réputés de marqueterie et sculpture bois de rose,Taxi ou marche,Aucune,2
225,Forêt Zafimaniry UNESCO,Amoron'i Mania,Ambositra,Culture et histoire,Forêt et villages classés UNESCO,-20.2333,47.3833,Région Zafimaniry,Moyen,4.0,15000,3.0,Avril à novembre,4.7,280,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/zafimaniry-forest,Forêt et villages traditionnels classés au patrimoine UNESCO,Voiture + guide local,Sentiers forestiers,3
226,Marché de zébus d'Ihosy,Ihorombe,Ihosy,Culture et histoire,"Marché bétail, Traditions Bara",-22.4,46.1167,Sud centre,Facile,1.5,0,0.0,Toute l'année,4.3,160,SafariBookings,https://www.safaribookings.com/blog/ihosy-zebu-market-madagascar,"Plus grand marché de zébus du sud, immersion culturelle",Voiture ou taxi-brousse,Foule et poussière,6
227,Culture Bara d'Iakora,Ihorombe,Iakora,Culture et histoire,"Traditions pastorales, Village Bara",-23.15,46.75,Sud centre isolé,Facile,4.0,10000,2.0,Toute l'année,4.4,90,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/bara-culture,Immersion dans les traditions du peuple Bara éleveurs de zébus,Voiture + guide local,Aucune,6
228,Forêt d'épines d'Ambovombe,Atsimo-Andrefana,Ambovombe,Nature et parcs nationaux,"Forêt épineuse, Plantes endémiques",-25.1784,46.0872,Sud extrême,Moyen,2.5,15000,3.0,Avril à décembre,4.5,140,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/ambovombe-thorn-forest,Écosystème unique de forêt épineuse du sud,Voiture depuis Taolagnaro,Chaleur et épines,1
229,Gare historique de Moramanga,Alaotra-Mangoro,Moramanga,Culture et histoire,"Gare TCE, Patrimoine ferroviaire",-18.95,48.2167,Sur la ligne TCE,Facile,0.5,0,0.0,Toute l'année,4.2,80,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298284-d614280-Reviews-Moramanga_Station-Madagascar.html,Gare historique sur la ligne Fianarantsoa-Côte Est,Taxi-brousse ou train,Aucune,2
230,Port d'Ehoala,Anosy,Taolagnaro,Culture et histoire,"Port moderne, Projet industriel",-25.0318,46.9993,Près de Fort Dauphin,Facile,1.0,0,0.0,Toute l'année,4.1,70,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ehoala-port,Port en eau profonde et zone industrielle moderne,Taxi local,Zone portuaire,6
231,Parc National de Midongy Atsimo (zone ouest),Anosy,Midongy Atsimo,Nature et parcs nationaux,"Forêt humide isolée, Cascades ouest",-23.85,46.9,Ouest du parc Midongy,Difficile,8.0,22000,4.4,Juillet à octobre,4.6,80,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/midongy-du-sud,Extension ouest avec cascades et biodiversité préservée,4x4 + randonnée,Accès très isolé,3
232,Réserve de Beza-Mahafaly (zone Parcelle 1),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Forêt épineuse, Lémuriens catta, Reptiles",-23.65,44.6333,Parcelle 1 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,140,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone principale pour lémuriens catta et reptiles endémiques,Voiture + guide,Aucune,1
233,Parc National de Tsimanampetsotsa (lac salé),Atsimo-Andrefana,Betioky Sud,Nature et parcs nationaux,"Lac salé, Flamants roses, Tortues radiées",-24.1,43.75,Zone lac du parc Tsimanampetsotsa,Moyen,8.0,20000,4.0,Avril à décembre,4.6,310,SafariBookings,https://www.safaribookings.com/parks/tsimanampetsotse-national-park,Extension autour du lac salé avec flamants roses et tortues,4x4 depuis Toliara,Chaleur et poussière,1
234,Plage de Vohémar,Sava,Vohémar,Plages et littoral,"Plage sauvage, Baie d'Iharana",-13.3667,50.0,Nord-est côtier,Facile,3.0,0,0.0,Mai à septembre,4.5,180,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298285-d614281-Reviews-Vohemar_Beach-Madagascar.html,Plage préservée avec baie d'Iharana et histoire arabe,Taxi-brousse ou voiture,Aucune,0
235,Baie d'Iharana,Sava,Vohémar,Plages et littoral,"Baie, Lagune, Site archéologique",-13.3667,50.0,Près de Vohémar,Facile,4.0,0,0.0,Mai à septembre,4.4,120,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/iharana-bay,Baie lagunaire avec sites archéologiques anciens,Voiture depuis Vohémar,Aucune,0
236,Réserve de Daraina (forêt de Binara),Sava,Daraina,Nature et parcs nationaux,"Forêt sèche, Tattersalli lemur",-13.25,49.6667,Près de Daraina,Moyen,8.0,18000,3.6,Mai à octobre,4.6,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/daraina-reserve,Forêt avec lémuriens tattersalli et biodiversité rare,Voiture + guide,Sentiers denses,0
237,Parc National de Marojejy (zone basse),Sava,Andapa,Nature et parcs nationaux,"Forêt primaire basse altitude, Cascades",-14.4333,49.7333,Zone basse du parc Marojejy,Moyen,8.0,30000,6.0,Avril à novembre,4.7,190,SafariBookings,https://www.safaribookings.com/parks/marojejy-national-park,Zone basse avec cascades et forêt primaire accessible,Voiture + randonnée,Sentiers humides,4
238,Réserve de Makira (zone côtière),Analanjirofo,Maroantsetra,Nature et parcs nationaux,"Forêt humide côtière, Mangroves",-15.1333,49.8333,Zone côtière de Makira,Moyen,8.0,28000,5.6,Mai à octobre,4.8,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/makira-reserve,Extension côtière avec mangroves et biodiversité marine,Bateau + randonnée,Accès maritime,4
239,Plage d'Antalaha,Sava,Antalaha,Plages et littoral,"Plage sauvage, Capitale vanille",-14.8833,50.2833,Côte nord-est,Facile,3.0,0,0.0,Septembre à décembre,4.4,210,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298286-d614282-Reviews-Antalaha_Beach-Madagascar.html,Plage près de la capitale mondiale de la vanille,Taxi-brousse,Aucune,0
240,Plantations de vanille Antalaha,Sava,Antalaha,Gastronomie et vignobles,"Plantations vanille, Usines",-14.8833,50.2833,Autour d'Antalaha,Facile,1.5,5000,1.0,Septembre à décembre,4.5,280,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/antalaha-vanilla,Visite de plantations et usines de vanille,Voiture + guide local,Aucune,0
241,Parc National de Marolambo (rivière Nosivolo),Alaotra-Mangoro,Marolambo,Nature et parcs nationaux,"Rivière sacrée, Forêt primaire",-20.05,48.45,Zone rivière du parc Marolambo,Moyen,8.0,20000,4.0,Juin à novembre,4.5,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/marolambo-national-park,Zone autour de la rivière Nosivolo sacrée et biodiversité,Voiture + pirogue,Courants,3
242,Réserve de Bora (extension nord),Diana,Ambilobe,Nature et parcs nationaux,"Forêt sèche nord, Lémuriens",-13.3,48.8333,Nord de Bora,Facile,4.0,15000,3.0,Mai à octobre,4.6,170,SafariBookings,https://www.safaribookings.com/reserves/bora-reserve,Extension nord avec plus de lémuriens et forêt sèche,Voiture depuis Ambilobe,Aucune,0
243,Lac Kinkony (zone ornithologique),Boeny,Mitsinjo,Observation animalière,"Oiseaux migrateurs, Crocodiles",-16.15,45.8333,Zone oiseaux du lac Kinkony,Facile,4.0,18000,3.6,Mai à octobre,4.4,130,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lac-kinkony,Zone dédiée à l'observation ornithologique sur le lac,Voiture + bateau,Aucune,2
244,Parc National de Sahamalaza (zone mangroves),Sofia,Analalava,Nature et parcs nationaux,"Mangroves, Dugongs, Biosphère",-14.2667,47.9667,Zone mangroves de Sahamalaza,Moyen,8.0,22000,4.4,Mai à octobre,4.5,140,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/sahamalaza-biosphere,Extension mangroves avec dugongs et biodiversité marine,Bateau depuis Analalava,Accès maritime,3
245,Réserve de Tampolo (zone station recherche),Analanjirofo,Fenoarivo Atsinanana,Écotourisme,"Station recherche, Forêt littorale",-17.3667,49.4167,Zone recherche de Tampolo,Facile,2.5,12000,2.4,Mai à octobre,4.3,100,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298287-d614283-Reviews-Tampolo_Research-Madagascar.html,Zone de recherche écologique et forêt littorale,Voiture ou taxi-brousse,Aucune,0
246,Parc marin de Masoala (zone récifs),Analanjirofo,Maroantsetra,Nature et parcs nationaux,"Récifs coralliens, Plongée, Snorkeling",-15.7,50.3,Zone récifs de Masoala,Moyen,4.0,35000,7.0,Mai à octobre,4.7,160,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/masoala-marine,Zone dédiée à la plongée et snorkeling sur récifs protégés,Bateau + équipement,Météo marine,4
247,Nosy Mangabe (zone aye-aye),Analanjirofo,Maroantsetra,Observation animalière,"Aye-aye nocturne, Lémuriens rares",-15.5,49.7667,Zone aye-aye de Nosy Mangabe,Moyen,4.0,15000,3.0,Mai à octobre,4.6,190,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosy-mangabe,Zone spécifique pour observation nocturne d'aye-aye,Bateau + guide nocturne,Accès nocturne limité,0
248,Vallée du Tsiribihina (zone chaland 2 jours),Menabe,Belo sur Tsiribihina,Aventure et randonnée,"Descente 2 jours, Canyons, Villages",-19.5333,45.4667,Extension 2 jours du Tsiribihina,Moyen,,50000,10.0,Mai à octobre,4.7,550,SafariBookings,https://www.safaribookings.com/blog/tsiribihina-river-descent,Descente complète en chaland sur 2 jours avec bivouac,Bateau chaland organisé,Soleil intense,4
249,Lac Alaotra (zone rizicole),Alaotra-Mangoro,Ambatondrazaka,Nature et parcs nationaux,"Rizières lacustres, Oiseaux endémiques",-17.5,48.6333,Zone rizicole du lac Alaotra,Facile,4.0,0,0.0,Mai à octobre,4.3,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lac-alaotra,Zone grenier à riz avec observation oiseaux,Voiture ou pirogue,Aucune,2
250,Rivière Nosivolo (zone sacrée),Alaotra-Mangoro,Marolambo,Nature et parcs nationaux,"Rivière sacrée, Biodiversité aquatique",-20.05,48.45,Zone sacrée de la Nosivolo,Moyen,2.5,12000,2.4,Juin à novembre,4.5,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosivolo-river,Rivière sacrée avec biodiversité aquatique unique,Pirogue + guide,Respect rites locaux,2
251,Parc National d'Isalo (zone canyon ouest),Ihorombe,Ranohira,Nature et parcs nationaux,"Canyon ouest, Piscines naturelles",-22.5667,45.3667,Ouest du massif Isalo,Moyen,8.0,25000,5.0,Avril à novembre,4.8,1200,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/isalo-national-park,Extension canyon ouest avec piscines naturelles et randonnées,Voiture + guide,Randonnée physique,5
252,Arboretum d'Antsokay,Atsimo-Andrefana,Toliara,Écotourisme,"Jardin botanique, Plantes succulentes sud",-23.3667,43.6833,Près de Toliara,Facile,1.5,10000,2.0,Avril à décembre,4.5,450,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614284-Reviews-Antsokay_Arboretum-Toliara_Toliara_Province.html,Jardin dédié aux plantes succulentes et endémiques du sud,Taxi ou voiture,Chaleur,1
253,Ifaty–Mangily (zone village Vezo),Atsimo-Andrefana,Ifaty,Culture et histoire,"Village pêcheurs Vezo, Artisanat",-23.15,43.6,Zone village de Mangily,Facile,4.0,0,0.0,Avril à décembre,4.6,380,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ifaty-mangily,Immersion dans le village Vezo avec pirogues et artisanat,Taxi-brousse,Aucune,1
254,Anakao & Nosy Ve (zone île aux oiseaux),Atsimo-Andrefana,Anakao,Observation animalière,"Île aux oiseaux, Snorkeling",-23.6667,43.65,Nosy Ve près d'Anakao,Facile,4.0,15000,3.0,Avril à décembre,4.5,320,SafariBookings,https://www.safaribookings.com/islands/nosy-ve-anakao,Île aux oiseaux migrateurs et snorkeling,Bateau depuis Anakao,Marées,1
255,Canyon de l'Isalo (zone nord),Ihorombe,Ranohira,Géologie et paysages,"Canyon nord, Piscines naturelles",-22.55,45.35,Nord du massif Isalo,Moyen,2.5,0,0.0,Avril à novembre,4.7,800,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/isalo-canyon,Extension nord du canyon avec formations rocheuses spectaculaires,Voiture + randonnée,Soleil intense,5
256,Piscines naturelles de l'Isalo (zone est),Ihorombe,Ranohira,Nature et parcs nationaux,"Piscines naturelles est, Baignade",-22.55,45.35,Est du massif Isalo,Facile,1.5,0,0.0,Avril à novembre,4.8,950,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298274-d614285-Reviews-Isalo_Natural_Pools-Madagascar.html,Piscines naturelles rafraîchissantes dans le canyon est,Voiture + courte randonnée,Aucune,5
257,Parc National de Ranomafana (zone thermale),Haute Matsiatra,Ranomafana,Thermalisme et bien-être,"Sources thermales, Forêt humide",-21.2,47.4,Zone thermale de Ranomafana,Facile,4.0,25000,5.0,Avril à novembre,4.6,600,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ranomafana-thermal,Sources thermales naturelles dans la forêt humide,Voiture + guide,Eau chaude,3
